district_code,district_name,state_code,state_name,slot,query,natural_alternatives,search_intent,role,data_source,data_date,geographic_scope,available_volume,confidence,target_url,page_status,cta,evidence_gap
8,Kupwara,1,Jammu And Kashmir,7,RA billing software in Kupwara,Kupwara construction ERP | contractor software Kupwara | ERP for contractors Kupwara,commercial,secondary,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — unmeasured,/ra-billing-software,served by national page + coverage hub,See the RA billing workflow,no district page: needs a locally specific reason and evidence before one is written
8,Kupwara,1,Jammu And Kashmir,8,subcontractor billing software in Kupwara,Kupwara construction ERP | contractor software Kupwara | ERP for contractors Kupwara,commercial,secondary,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — unmeasured,/subcontractor-billing-software,served by national page + coverage hub,See the bill-checking workflow,no district page: needs a locally specific reason and evidence before one is written
8,Kupwara,1,Jammu And Kashmir,9,construction procurement software in Kupwara,Kupwara construction ERP | contractor software Kupwara | ERP for contractors Kupwara,commercial,secondary,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — unmeasured,/construction-procurement-software,served by national page + coverage hub,See procurement approvals,no district page: needs a locally specific reason and evidence before one is written
8,Kupwara,1,Jammu And Kashmir,10,construction ERP implementation in Kupwara,Kupwara construction ERP | contractor software Kupwara | ERP for contractors Kupwara,commercial,secondary,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — unmeasured,/construction-erp-implementation,served by national page + coverage hub,Discuss ERP implementation for your team,no district page: needs a locally specific reason and evidence before one is written
10,Poonch,1,Jammu And Kashmir,1,construction ERP software in Poonch,Poonch construction ERP | contractor software Poonch | ERP for contractors Poonch,commercial,primary,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — unmeasured,/,served by national page + coverage hub,Book a contractor-software demo,no district page: needs a locally specific reason and evidence before one is written
10,Poonch,1,Jammu And Kashmir,2,EPC ERP software in Poonch,Poonch construction ERP | contractor software Poonch | ERP for contractors Poonch,commercial,secondary,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — unmeasured,/epc-erp-software,served by national page + coverage hub,Book a contractor-software demo,no district page: needs a locally specific reason and evidence before one is written
10,Poonch,1,Jammu And Kashmir,3,ERP software for contractors in Poonch,Poonch construction ERP | contractor software Poonch | ERP for contractors Poonch,commercial,secondary,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — unmeasured,/,served by national page + coverage hub,Book a contractor-software demo,no district page: needs a locally specific reason and evidence before one is written
10,Poonch,1,Jammu And Kashmir,4,construction project management software in Poonch,Poonch construction ERP | contractor software Poonch | ERP for contractors Poonch,commercial,secondary,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — unmeasured,/platform,served by national page + coverage hub,Book a contractor-software demo,no district page: needs a locally specific reason and evidence before one is written
10,Poonch,1,Jammu And Kashmir,5,MEP contractor software in Poonch,Poonch construction ERP | contractor software Poonch | ERP for contractors Poonch,commercial,conditional,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — trade presence unverified in this district,/solutions/mep-contractors,served by national page + coverage hub,Book a contractor-software demo,no district page: needs a locally specific reason and evidence before one is written
10,Poonch,1,Jammu And Kashmir,6,solar EPC management software in Poonch,Poonch construction ERP | contractor software Poonch | ERP for contractors Poonch,commercial,conditional,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — trade presence unverified in this district,/solutions/solar-epc,served by national page + coverage hub,Book a contractor-software demo,no district page: needs a locally specific reason and evidence before one is written
10,Poonch,1,Jammu And Kashmir,7,RA billing software in Poonch,Poonch construction ERP | contractor software Poonch | ERP for contractors Poonch,commercial,secondary,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — unmeasured,/ra-billing-software,served by national page + coverage hub,See the RA billing workflow,no district page: needs a locally specific reason and evidence before one is written
10,Poonch,1,Jammu And Kashmir,8,subcontractor billing software in Poonch,Poonch construction ERP | contractor software Poonch | ERP for contractors Poonch,commercial,secondary,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — unmeasured,/subcontractor-billing-software,served by national page + coverage hub,See the bill-checking workflow,no district page: needs a locally specific reason and evidence before one is written
10,Poonch,1,Jammu And Kashmir,9,construction procurement software in Poonch,Poonch construction ERP | contractor software Poonch | ERP for contractors Poonch,commercial,secondary,none — no authorised GSC / Keyword Planner / Trends access (docs/TOOL_ACCESS.md),2026-09-23,district name in query; no district-level volume data exists in any Google product,unknown,research candidate — unmeasured,/construction-procurement-software,served by national page + coverage hub,See procurement approvals,no district page: needs a locally specific reason and evidence before one is written
